"unitid","institution name","year","C2010_A.First or Second Major","C2010_A.CIP Code -  2010 Classification","CipTitle","C2010_A.Award Level code","C2010_A_RV.Grand total","IDX_C"
"109350","Antelope Valley College","2010","First major","'11'","Computer and Information Sciences and Support Services","Award of less than 1 academic year","3","-2"
"109350","Antelope Valley College","2010","First major","'11'","Computer and Information Sciences and Support Services","Award of at least 1 but less than 2 academic years","16","-2"
"109350","Antelope Valley College","2010","First major","'11'","Computer and Information Sciences and Support Services","Associate's degree","21","-2"
"109350","Antelope Valley College","2010","First major","'14'","Engineering","Award of less than 1 academic year","0","-2"
"109350","Antelope Valley College","2010","First major","'14'","Engineering","Associate's degree","0","-2"
"109350","Antelope Valley College","2010","First major","'15'","Engineering Technologies and Engineering-related Fields","Award of less than 1 academic year","60","-2"
"109350","Antelope Valley College","2010","First major","'15'","Engineering Technologies and Engineering-related Fields","Award of at least 1 but less than 2 academic years","7","-2"
"109350","Antelope Valley College","2010","First major","'15'","Engineering Technologies and Engineering-related Fields","Associate's degree","9","-2"
"109350","Antelope Valley College","2010","First major","'27'","Mathematics and Statistics","Award of at least 1 but less than 2 academic years","0","-2"
"109350","Antelope Valley College","2010","First major","'27'","Mathematics and Statistics","Associate's degree","13","-2"
"109350","Antelope Valley College","2010","First major","'40'","Physical Sciences","Award of less than 1 academic year","0","-2"
"109350","Antelope Valley College","2010","First major","'40'","Physical Sciences","Associate's degree","4","-2"
"109785","Azusa Pacific University","2010","First major","'11'","Computer and Information Sciences and Support Services","Bachelor's degree","12","-2"
"109785","Azusa Pacific University","2010","First major","'27'","Mathematics and Statistics","Bachelor's degree","11","-2"
"109785","Azusa Pacific University","2010","First major","'40'","Physical Sciences","Bachelor's degree","1","-2"
"109785","Azusa Pacific University","2010","Second major","'27'","Mathematics and Statistics","Bachelor's degree","0","-2"
"109785","Azusa Pacific University","2010","Second major","'40'","Physical Sciences","Bachelor's degree","1","-2"
"109819","Bakersfield College","2010","First major","'11'","Computer and Information Sciences and Support Services","Award of less than 1 academic year","1","-2"
"109819","Bakersfield College","2010","First major","'11'","Computer and Information Sciences and Support Services","Award of at least 1 but less than 2 academic years","0","-2"
"109819","Bakersfield College","2010","First major","'11'","Computer and Information Sciences and Support Services","Associate's degree","11","-2"
"109819","Bakersfield College","2010","First major","'14'","Engineering","Award of at least 1 but less than 2 academic years","0","-2"
"109819","Bakersfield College","2010","First major","'14'","Engineering","Associate's degree","1","-2"
"109819","Bakersfield College","2010","First major","'15'","Engineering Technologies and Engineering-related Fields","Award of less than 1 academic year","59","-2"
"109819","Bakersfield College","2010","First major","'15'","Engineering Technologies and Engineering-related Fields","Award of at least 1 but less than 2 academic years","0","-2"
"109819","Bakersfield College","2010","First major","'15'","Engineering Technologies and Engineering-related Fields","Associate's degree","5","-2"
"109819","Bakersfield College","2010","First major","'27'","Mathematics and Statistics","Award of less than 1 academic year","0","-2"
"109819","Bakersfield College","2010","First major","'27'","Mathematics and Statistics","Associate's degree","8","-2"
"109819","Bakersfield College","2010","First major","'40'","Physical Sciences","Award of less than 1 academic year","0","-2"
"109819","Bakersfield College","2010","First major","'40'","Physical Sciences","Award of at least 1 but less than 2 academic years","0","-2"
"109819","Bakersfield College","2010","First major","'40'","Physical Sciences","Associate's degree","1","-2"
"109907","Barstow Community College","2010","First major","'11'","Computer and Information Sciences and Support Services","Award of less than 1 academic year","2","-2"
"109907","Barstow Community College","2010","First major","'11'","Computer and Information Sciences and Support Services","Associate's degree","13","-2"
"110060","Bethesda University of California","2010","First major","'11'","Computer and Information Sciences and Support Services","Bachelor's degree","1","-2"
"110097","Biola University","2010","First major","'11'","Computer and Information Sciences and Support Services","Bachelor's degree","1","-2"
"110097","Biola University","2010","First major","'27'","Mathematics and Statistics","Bachelor's degree","7","-2"
"110097","Biola University","2010","First major","'40'","Physical Sciences","Bachelor's degree","1","-2"
"110246","Butte College","2010","First major","'11'","Computer and Information Sciences and Support Services","Award of less than 1 academic year","28","-2"
"110246","Butte College","2010","First major","'11'","Computer and Information Sciences and Support Services","Award of at least 1 but less than 2 academic years","0","-2"
"110246","Butte College","2010","First major","'11'","Computer and Information Sciences and Support Services","Associate's degree","3","-2"
"110246","Butte College","2010","First major","'14'","Engineering","Award of at least 1 but less than 2 academic years","0","-2"
"110246","Butte College","2010","First major","'14'","Engineering","Associate's degree","2","-2"
"110246","Butte College","2010","First major","'15'","Engineering Technologies and Engineering-related Fields","Award of less than 1 academic year","177","-2"
"110246","Butte College","2010","First major","'15'","Engineering Technologies and Engineering-related Fields","Award of at least 1 but less than 2 academic years","0","-2"
"110246","Butte College","2010","First major","'15'","Engineering Technologies and Engineering-related Fields","Associate's degree","4","-2"
"110246","Butte College","2010","First major","'27'","Mathematics and Statistics","Award of less than 1 academic year","0","-2"
"110246","Butte College","2010","First major","'27'","Mathematics and Statistics","Associate's degree","4","-2"
"110246","Butte College","2010","First major","'40'","Physical Sciences","Award of less than 1 academic year","0","-2"
"110246","Butte College","2010","First major","'40'","Physical Sciences","Award of at least 1 but less than 2 academic years","0","-2"
"110246","Butte College","2010","First major","'40'","Physical Sciences","Associate's degree","4","-2"
"110334","Cabrillo College","2010","First major","'11'","Computer and Information Sciences and Support Services","Award of less than 1 academic year","32","-2"
"110334","Cabrillo College","2010","First major","'11'","Computer and Information Sciences and Support Services","Award of at least 1 but less than 2 academic years","3","-2"
"110334","Cabrillo College","2010","First major","'11'","Computer and Information Sciences and Support Services","Associate's degree","18","-2"
"110334","Cabrillo College","2010","First major","'14'","Engineering","Award of at least 1 but less than 2 academic years","0","-2"
"110334","Cabrillo College","2010","First major","'14'","Engineering","Associate's degree","11","-2"
"110334","Cabrillo College","2010","First major","'15'","Engineering Technologies and Engineering-related Fields","Award of less than 1 academic year","5","-2"
"110334","Cabrillo College","2010","First major","'15'","Engineering Technologies and Engineering-related Fields","Award of at least 1 but less than 2 academic years","0","-2"
"110334","Cabrillo College","2010","First major","'15'","Engineering Technologies and Engineering-related Fields","Associate's degree","0","-2"
"110334","Cabrillo College","2010","First major","'27'","Mathematics and Statistics","Award of at least 1 but less than 2 academic years","0","-2"
"110334","Cabrillo College","2010","First major","'27'","Mathematics and Statistics","Associate's degree","8","-2"
"110334","Cabrillo College","2010","First major","'40'","Physical Sciences","Award of less than 1 academic year","0","-2"
"110334","Cabrillo College","2010","First major","'40'","Physical Sciences","Award of at least 1 but less than 2 academic years","0","-2"
"110334","Cabrillo College","2010","First major","'40'","Physical Sciences","Associate's degree","10","-2"
"110361","California Baptist University","2010","First major","'14'","Engineering","Bachelor's degree","0","-2"
"110361","California Baptist University","2010","First major","'27'","Mathematics and Statistics","Bachelor's degree","3","-2"
"110361","California Baptist University","2010","First major","'40'","Physical Sciences","Bachelor's degree","0","-2"
"110404","California Institute of Technology","2010","First major","'11'","Computer and Information Sciences and Support Services","Bachelor's degree","19","-2"
"110404","California Institute of Technology","2010","First major","'11'","Computer and Information Sciences and Support Services","Master's degree","6","-2"
"110404","California Institute of Technology","2010","First major","'11'","Computer and Information Sciences and Support Services","Doctor's degree - research/scholarship (new degree classification)","1","-2"
"110404","California Institute of Technology","2010","First major","'14'","Engineering","Bachelor's degree","66","-2"
"110404","California Institute of Technology","2010","First major","'14'","Engineering","Master's degree","74","-2"
"110404","California Institute of Technology","2010","First major","'14'","Engineering","Post-master's certificate","2","-2"
"110404","California Institute of Technology","2010","First major","'14'","Engineering","Doctor's degree - research/scholarship (new degree classification)","72","-2"
"110404","California Institute of Technology","2010","First major","'27'","Mathematics and Statistics","Bachelor's degree","35","-2"
"110404","California Institute of Technology","2010","First major","'27'","Mathematics and Statistics","Master's degree","1","-2"
"110404","California Institute of Technology","2010","First major","'27'","Mathematics and Statistics","Doctor's degree - research/scholarship (new degree classification)","8","-2"
"110404","California Institute of Technology","2010","First major","'40'","Physical Sciences","Bachelor's degree","47","-2"
"110404","California Institute of Technology","2010","First major","'40'","Physical Sciences","Master's degree","27","-2"
"110404","California Institute of Technology","2010","First major","'40'","Physical Sciences","Doctor's degree - research/scholarship (new degree classification)","66","-2"
"110413","California Lutheran University","2010","First major","'11'","Computer and Information Sciences and Support Services","Bachelor's degree","14","-2"
"110413","California Lutheran University","2010","First major","'11'","Computer and Information Sciences and Support Services","Master's degree","36","-2"
"110413","California Lutheran University","2010","First major","'14'","Engineering","Bachelor's degree","4","-2"
"110413","California Lutheran University","2010","First major","'27'","Mathematics and Statistics","Bachelor's degree","4","-2"
"110413","California Lutheran University","2010","First major","'40'","Physical Sciences","Bachelor's degree","3","-2"
"110413","California Lutheran University","2010","Second major","'11'","Computer and Information Sciences and Support Services","Bachelor's degree","1","-2"
"110413","California Lutheran University","2010","Second major","'11'","Computer and Information Sciences and Support Services","Master's degree","2","-2"
"110413","California Lutheran University","2010","Second major","'40'","Physical Sciences","Bachelor's degree","2","-2"
"110422","California Polytechnic State University-San Luis Obispo","2010","First major","'11'","Computer and Information Sciences and Support Services","Bachelor's degree","62","-2"
"110422","California Polytechnic State University-San Luis Obispo","2010","First major","'11'","Computer and Information Sciences and Support Services","Master's degree","20","-2"
"110422","California Polytechnic State University-San Luis Obispo","2010","First major","'14'","Engineering","Bachelor's degree","955","-2"
"110422","California Polytechnic State University-San Luis Obispo","2010","First major","'14'","Engineering","Master's degree","152","-2"
"110422","California Polytechnic State University-San Luis Obispo","2010","First major","'27'","Mathematics and Statistics","Bachelor's degree","49","-2"
"110422","California Polytechnic State University-San Luis Obispo","2010","First major","'27'","Mathematics and Statistics","Master's degree","5","-2"
"110422","California Polytechnic State University-San Luis Obispo","2010","First major","'40'","Physical Sciences","Bachelor's degree","53","-2"
"110422","California Polytechnic State University-San Luis Obispo","2010","First major","'40'","Physical Sciences","Master's degree","2","-2"
"110422","California Polytechnic State University-San Luis Obispo","2010","Second major","'14'","Engineering","Master's degree","8","-2"
"110422","California Polytechnic State University-San Luis Obispo","2010","Second major","'27'","Mathematics and Statistics","Bachelor's degree","6","-2"
"110422","California Polytechnic State University-San Luis Obispo","2010","Second major","'40'","Physical Sciences","Bachelor's degree","4","-2"
"110486","California State University-Bakersfield","2010","First major","'11'","Computer and Information Sciences and Support Services","Bachelor's degree","8","-2"
"110486","California State University-Bakersfield","2010","First major","'27'","Mathematics and Statistics","Bachelor's degree","11","-2"
"110486","California State University-Bakersfield","2010","First major","'27'","Mathematics and Statistics","Master's degree","4","-2"
"110486","California State University-Bakersfield","2010","First major","'40'","Physical Sciences","Bachelor's degree","13","-2"
"110486","California State University-Bakersfield","2010","Second major","'11'","Computer and Information Sciences and Support Services","Bachelor's degree","1","-2"
"110486","California State University-Bakersfield","2010","Second major","'27'","Mathematics and Statistics","Bachelor's degree","3","-2"
"110495","California State University-Stanislaus","2010","First major","'11'","Computer and Information Sciences and Support Services","Bachelor's degree","32","-2"
"110495","California State University-Stanislaus","2010","First major","'27'","Mathematics and Statistics","Bachelor's degree","23","-2"
"110495","California State University-Stanislaus","2010","First major","'40'","Physical Sciences","Bachelor's degree","25","-2"
"110495","California State University-Stanislaus","2010","Second major","'11'","Computer and Information Sciences and Support Services","Bachelor's degree","1","-2"
"110495","California State University-Stanislaus","2010","Second major","'40'","Physical Sciences","Bachelor's degree","3","-2"
"110510","California State University-San Bernardino","2010","First major","'11'","Computer and Information Sciences and Support Services","Bachelor's degree","35","-2"
"110510","California State University-San Bernardino","2010","First major","'11'","Computer and Information Sciences and Support Services","Master's degree","7","-2"
"110510","California State University-San Bernardino","2010","First major","'14'","Engineering","Bachelor's degree","3","-2"
"110510","California State University-San Bernardino","2010","First major","'27'","Mathematics and Statistics","Bachelor's degree","43","-2"
"110510","California State University-San Bernardino","2010","First major","'27'","Mathematics and Statistics","Master's degree","10","-2"
"110510","California State University-San Bernardino","2010","First major","'40'","Physical Sciences","Bachelor's degree","37","-2"
"110510","California State University-San Bernardino","2010","Second major","'27'","Mathematics and Statistics","Bachelor's degree","1","-2"
"110510","California State University-San Bernardino","2010","Second major","'40'","Physical Sciences","Bachelor's degree","4","-2"
"110529","California State Polytechnic University-Pomona","2010","First major","'11'","Computer and Information Sciences and Support Services","Bachelor's degree","73","-2"
"110529","California State Polytechnic University-Pomona","2010","First major","'11'","Computer and Information Sciences and Support Services","Master's degree","12","-2"
"110529","California State Polytechnic University-Pomona","2010","First major","'14'","Engineering","Bachelor's degree","528","-2"
"110529","California State Polytechnic University-Pomona","2010","First major","'14'","Engineering","Master's degree","35","-2"
"110529","California State Polytechnic University-Pomona","2010","First major","'15'","Engineering Technologies and Engineering-related Fields","Bachelor's degree","85","-2"
"110529","California State Polytechnic University-Pomona","2010","First major","'15'","Engineering Technologies and Engineering-related Fields","Master's degree","12","-2"
"110529","California State Polytechnic University-Pomona","2010","First major","'27'","Mathematics and Statistics","Bachelor's degree","57","-2"
"110529","California State Polytechnic University-Pomona","2010","First major","'27'","Mathematics and Statistics","Master's degree","16","-2"
"110529","California State Polytechnic University-Pomona","2010","First major","'40'","Physical Sciences","Bachelor's degree","33","-2"
"110529","California State Polytechnic University-Pomona","2010","Second major","'11'","Computer and Information Sciences and Support Services","Bachelor's degree","1","-2"
"110529","California State Polytechnic University-Pomona","2010","Second major","'14'","Engineering","Bachelor's degree","8","-2"
"110529","California State Polytechnic University-Pomona","2010","Second major","'27'","Mathematics and Statistics","Bachelor's degree","1","-2"
"110529","California State Polytechnic University-Pomona","2010","Second major","'40'","Physical Sciences","Bachelor's degree","5","-2"
"110538","California State University-Chico","2010","First major","'11'","Computer and Information Sciences and Support Services","Bachelor's degree","96","-2"
"110538","California State University-Chico","2010","First major","'11'","Computer and Information Sciences and Support Services","Master's degree","30","-2"
"110538","California State University-Chico","2010","First major","'14'","Engineering","Bachelor's degree","133","-2"
"110538","California State University-Chico","2010","First major","'14'","Engineering","Master's degree","21","-2"
"110538","California State University-Chico","2010","First major","'15'","Engineering Technologies and Engineering-related Fields","Bachelor's degree","161","-2"
"110538","California State University-Chico","2010","First major","'27'","Mathematics and Statistics","Bachelor's degree","23","-2"
"110538","California State University-Chico","2010","First major","'40'","Physical Sciences","Bachelor's degree","22","-2"
"110538","California State University-Chico","2010","First major","'40'","Physical Sciences","Master's degree","1","-2"
"110538","California State University-Chico","2010","Second major","'11'","Computer and Information Sciences and Support Services","Bachelor's degree","1","-2"
"110538","California State University-Chico","2010","Second major","'14'","Engineering","Bachelor's degree","2","-2"
"110538","California State University-Chico","2010","Second major","'15'","Engineering Technologies and Engineering-related Fields","Bachelor's degree","5","-2"
"110538","California State University-Chico","2010","Second major","'27'","Mathematics and Statistics","Bachelor's degree","8","-2"
"110538","California State University-Chico","2010","Second major","'40'","Physical Sciences","Bachelor's degree","1","-2"
"110547","California State University-Dominguez Hills","2010","First major","'11'","Computer and Information Sciences and Support Services","Bachelor's degree","4","-2"
"110547","California State University-Dominguez Hills","2010","First major","'15'","Engineering Technologies and Engineering-related Fields","Bachelor's degree","1","-2"
"110547","California State University-Dominguez Hills","2010","First major","'15'","Engineering Technologies and Engineering-related Fields","Master's degree","57","-2"
"110547","California State University-Dominguez Hills","2010","First major","'27'","Mathematics and Statistics","Bachelor's degree","13","-2"
"110547","California State University-Dominguez Hills","2010","First major","'40'","Physical Sciences","Bachelor's degree","6","-2"
"110547","California State University-Dominguez Hills","2010","Second major","'27'","Mathematics and Statistics","Bachelor's degree","1","-2"
"110556","California State University-Fresno","2010","First major","'11'","Computer and Information Sciences and Support Services","Bachelor's degree","12","-2"
"110556","California State University-Fresno","2010","First major","'11'","Computer and Information Sciences and Support Services","Master's degree","19","-2"
"110556","California State University-Fresno","2010","First major","'14'","Engineering","Bachelor's degree","125","-2"
"110556","California State University-Fresno","2010","First major","'14'","Engineering","Master's degree","23","-2"
"110556","California State University-Fresno","2010","First major","'15'","Engineering Technologies and Engineering-related Fields","Bachelor's degree","61","-2"
"110556","California State University-Fresno","2010","First major","'27'","Mathematics and Statistics","Bachelor's degree","42","-2"
"110556","California State University-Fresno","2010","First major","'27'","Mathematics and Statistics","Master's degree","9","-2"
"110556","California State University-Fresno","2010","First major","'40'","Physical Sciences","Bachelor's degree","45","-2"
"110556","California State University-Fresno","2010","First major","'40'","Physical Sciences","Master's degree","8","-2"
"110556","California State University-Fresno","2010","Second major","'15'","Engineering Technologies and Engineering-related Fields","Bachelor's degree","1","-2"
"110556","California State University-Fresno","2010","Second major","'27'","Mathematics and Statistics","Bachelor's degree","3","-2"
"110556","California State University-Fresno","2010","Second major","'40'","Physical Sciences","Bachelor's degree","4","-2"
"110565","California State University-Fullerton","2010","First major","'11'","Computer and Information Sciences and Support Services","Bachelor's degree","39","-2"
"110565","California State University-Fullerton","2010","First major","'11'","Computer and Information Sciences and Support Services","Master's degree","56","-2"
"110565","California State University-Fullerton","2010","First major","'14'","Engineering","Bachelor's degree","99","-2"
"110565","California State University-Fullerton","2010","First major","'14'","Engineering","Master's degree","158","-2"
"110565","California State University-Fullerton","2010","First major","'27'","Mathematics and Statistics","Bachelor's degree","45","-2"
"110565","California State University-Fullerton","2010","First major","'27'","Mathematics and Statistics","Master's degree","28","-2"
"110565","California State University-Fullerton","2010","First major","'40'","Physical Sciences","Bachelor's degree","38","-2"
"110565","California State University-Fullerton","2010","First major","'40'","Physical Sciences","Master's degree","21","-2"
"110565","California State University-Fullerton","2010","Second major","'27'","Mathematics and Statistics","Bachelor's degree","2","-2"
"110574","California State University-East Bay","2010","First major","'11'","Computer and Information Sciences and Support Services","Bachelor's degree","41","-2"
"110574","California State University-East Bay","2010","First major","'11'","Computer and Information Sciences and Support Services","Master's degree","73","-2"
"110574","California State University-East Bay","2010","First major","'14'","Engineering","Bachelor's degree","7","-2"
"110574","California State University-East Bay","2010","First major","'15'","Engineering Technologies and Engineering-related Fields","Master's degree","23","-2"
"110574","California State University-East Bay","2010","First major","'27'","Mathematics and Statistics","Bachelor's degree","23","-2"
"110574","California State University-East Bay","2010","First major","'27'","Mathematics and Statistics","Master's degree","46","-2"
"110574","California State University-East Bay","2010","First major","'40'","Physical Sciences","Bachelor's degree","9","-2"
"110574","California State University-East Bay","2010","First major","'40'","Physical Sciences","Master's degree","16","-2"
"110574","California State University-East Bay","2010","Second major","'27'","Mathematics and Statistics","Bachelor's degree","2","-2"
"110574","California State University-East Bay","2010","Second major","'40'","Physical Sciences","Bachelor's degree","2","-2"
"110583","California State University-Long Beach","2010","First major","'11'","Computer and Information Sciences and Support Services","Master's degree","43","-2"
"110583","California State University-Long Beach","2010","First major","'14'","Engineering","Bachelor's degree","312","-2"
"110583","California State University-Long Beach","2010","First major","'14'","Engineering","Master's degree","157","-2"
"110583","California State University-Long Beach","2010","First major","'15'","Engineering Technologies and Engineering-related Fields","Bachelor's degree","73","-2"
"110583","California State University-Long Beach","2010","First major","'27'","Mathematics and Statistics","Bachelor's degree","65","-2"
"110583","California State University-Long Beach","2010","First major","'27'","Mathematics and Statistics","Master's degree","36","-2"
"110583","California State University-Long Beach","2010","First major","'40'","Physical Sciences","Bachelor's degree","37","-2"
"110583","California State University-Long Beach","2010","First major","'40'","Physical Sciences","Master's degree","18","-2"
"110583","California State University-Long Beach","2010","Second major","'14'","Engineering","Bachelor's degree","9","-2"
"110583","California State University-Long Beach","2010","Second major","'15'","Engineering Technologies and Engineering-related Fields","Bachelor's degree","1","-2"
"110583","California State University-Long Beach","2010","Second major","'27'","Mathematics and Statistics","Bachelor's degree","1","-2"
"110583","California State University-Long Beach","2010","Second major","'40'","Physical Sciences","Bachelor's degree","8","-2"
"110592","California State University-Los Angeles","2010","First major","'11'","Computer and Information Sciences and Support Services","Bachelor's degree","71","-2"
"110592","California State University-Los Angeles","2010","First major","'11'","Computer and Information Sciences and Support Services","Master's degree","37","-2"
"110592","California State University-Los Angeles","2010","First major","'14'","Engineering","Bachelor's degree","85","-2"
"110592","California State University-Los Angeles","2010","First major","'14'","Engineering","Master's degree","119","-2"
"110592","California State University-Los Angeles","2010","First major","'27'","Mathematics and Statistics","Bachelor's degree","43","-2"
"110592","California State University-Los Angeles","2010","First major","'27'","Mathematics and Statistics","Master's degree","25","-2"
"110592","California State University-Los Angeles","2010","First major","'40'","Physical Sciences","Bachelor's degree","18","-2"
"110592","California State University-Los Angeles","2010","First major","'40'","Physical Sciences","Master's degree","15","-2"
"110592","California State University-Los Angeles","2010","Second major","'11'","Computer and Information Sciences and Support Services","Bachelor's degree","2","-2"
"110592","California State University-Los Angeles","2010","Second major","'14'","Engineering","Bachelor's degree","1","-2"
"110592","California State University-Los Angeles","2010","Second major","'27'","Mathematics and Statistics","Bachelor's degree","2","-2"
"110608","California State University-Northridge","2010","First major","'11'","Computer and Information Sciences and Support Services","Bachelor's degree","94","-2"
"110608","California State University-Northridge","2010","First major","'11'","Computer and Information Sciences and Support Services","Master's degree","12","-2"
"110608","California State University-Northridge","2010","First major","'14'","Engineering","Bachelor's degree","150","-2"
"110608","California State University-Northridge","2010","First major","'14'","Engineering","Master's degree","108","-2"
"110608","California State University-Northridge","2010","First major","'15'","Engineering Technologies and Engineering-related Fields","Bachelor's degree","25","-2"
"110608","California State University-Northridge","2010","First major","'15'","Engineering Technologies and Engineering-related Fields","Master's degree","94","-2"
"110608","California State University-Northridge","2010","First major","'27'","Mathematics and Statistics","Bachelor's degree","38","-2"
"110608","California State University-Northridge","2010","First major","'27'","Mathematics and Statistics","Master's degree","11","-2"
"110608","California State University-Northridge","2010","First major","'40'","Physical Sciences","Bachelor's degree","33","-2"
"110608","California State University-Northridge","2010","First major","'40'","Physical Sciences","Master's degree","15","-2"
"110608","California State University-Northridge","2010","Second major","'11'","Computer and Information Sciences and Support Services","Bachelor's degree","13","-2"
"110608","California State University-Northridge","2010","Second major","'27'","Mathematics and Statistics","Bachelor's degree","5","-2"
"110608","California State University-Northridge","2010","Second major","'40'","Physical Sciences","Bachelor's degree","2","-2"
"110617","California State University-Sacramento","2010","First major","'11'","Computer and Information Sciences and Support Services","Bachelor's degree","38","-2"
"110617","California State University-Sacramento","2010","First major","'11'","Computer and Information Sciences and Support Services","Master's degree","20","-2"
"110617","California State University-Sacramento","2010","First major","'14'","Engineering","Bachelor's degree","198","-2"
"110617","California State University-Sacramento","2010","First major","'14'","Engineering","Master's degree","66","-2"
"110617","California State University-Sacramento","2010","First major","'15'","Engineering Technologies and Engineering-related Fields","Bachelor's degree","50","-2"
"110617","California State University-Sacramento","2010","First major","'27'","Mathematics and Statistics","Bachelor's degree","36","-2"
"110617","California State University-Sacramento","2010","First major","'27'","Mathematics and Statistics","Master's degree","2","-2"
"110617","California State University-Sacramento","2010","First major","'40'","Physical Sciences","Bachelor's degree","52","-2"
"110617","California State University-Sacramento","2010","First major","'40'","Physical Sciences","Master's degree","7","-2"
"110617","California State University-Sacramento","2010","Second major","'11'","Computer and Information Sciences and Support Services","Bachelor's degree","1","-2"
"110617","California State University-Sacramento","2010","Second major","'14'","Engineering","Bachelor's degree","1","-2"
"110617","California State University-Sacramento","2010","Second major","'40'","Physical Sciences","Bachelor's degree","1","-2"
"110635","University of California-Berkeley","2010","First major","'11'","Computer and Information Sciences and Support Services","Bachelor's degree","78","-2"
"110635","University of California-Berkeley","2010","First major","'11'","Computer and Information Sciences and Support Services","Master's degree","74","-2"
"110635","University of California-Berkeley","2010","First major","'11'","Computer and Information Sciences and Support Services","Doctor's degree - research/scholarship (new degree classification)","35","-2"
"110635","University of California-Berkeley","2010","First major","'14'","Engineering","Bachelor's degree","849","-2"
"110635","University of California-Berkeley","2010","First major","'14'","Engineering","Master's degree","343","-2"
"110635","University of California-Berkeley","2010","First major","'14'","Engineering","Doctor's degree - research/scholarship (new degree classification)","152","-2"
"110635","University of California-Berkeley","2010","First major","'27'","Mathematics and Statistics","Bachelor's degree","200","-2"
"110635","University of California-Berkeley","2010","First major","'27'","Mathematics and Statistics","Master's degree","20","-2"
